date,committee,reference_entity,issue_number,credit_event_type,decision,doc_type,url,source,title,tags,auction_date,auction_held
2016-04-13,Japan,Sharp Corporation,2016040301,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/japan-dc-decision-13042016-sharp-corporation-issue-number-2016040301.pdf/,document-feed,Japan DC Decision 13042016 – Sharp Corporation (Issue Number 2016040301) – Latest Revision,,,False
2016-04-13,Americas,Peabody Energy Corporation,9083,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/peabody-energy-corporation/,dc-isda,Peabody Energy Corporation,auction,2016-05-04,True
2016-04-14,,Peabody Dc Vote April,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/peabody-dc-vote-april-14.pdf/,document-feed,Peabody DC Vote April 14 – Latest Revision,,,False
2016-04-18,,Peabody Vote April,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/peabody-vote-april-18.pdf/,document-feed,Peabody Vote April 18 – Latest Revision,,,False
2016-04-18,,Peabody April,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/peabody-initial-list-april-18.pdf/,document-feed,Peabody Initial List April 18 – Latest Revision,,,False
2016-04-18,EMEA,NORSKE SKOGINDUSTRIER ASA,2016041401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/emea-dc-decision-18042016-norske-skogindustrier-asa-issue-number-2016041401.pdf/,document-feed,EMEA DC Decision 18042016 – Norske Skogindustrier ASA (Issue Number 2016041401) – Latest Revision,,,False
2016-04-20,,Peabody,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/peabody-supplemental-list.pdf/,document-feed,Peabody Supplemental List – Latest Revision,,,False
2016-04-20,,Peabody Vote April,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/peabody-vote-april-20.pdf/,document-feed,Peabody Vote April 20 – Latest Revision,,,False
2016-04-22,EMEA,,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2016/04/emea-dc-decision-22042016-meeting-statement.pdf/,document-feed,EMEA DC Decision 22042016 Meeting Statement – Latest Revision,,,False
2016-04-22,EMEA,NORSKE SKOGINDUSTRIER ASA,2016041401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/emea-dc-decision-22042016-ms-norske-skogindustrier-asa-issue-number-2016041401.pdf/,document-feed,EMEA DC Decision 22042016 (MS) – Norske Skogindustrier ASA (Issue Number 2016041401) – Latest Revision,,,False
2016-04-22,EMEA,NORSKE SKOGINDUSTRIER ASA,2016041401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/emea-dc-decision-22042016-norske-skogindustrier-asa-issue-number-2016041401.pdf/,document-feed,EMEA DC Decision 22042016 – Norske Skogindustrier ASA (Issue Number 2016041401) – Latest Revision,,,False
2016-04-22,Japan,Sharp Corporation,2016040301,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/japan-dc-decision-22042016-sharp-corporation-issue-number-2016040301-2.pdf/,document-feed,Japan DC Decision 22042016 – Sharp Corporation (Issue Number 2016040301) – Latest Revision,,,False
2016-04-22,Japan,Sharp Corporation,2016040301,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/japan-dc-decision-22042016-sharp-corporation-issue-number-2016040301.pdf/,document-feed,Japan DC Decision 22042016 – Sharp Corporation (Issue Number 2016040301) – Latest Revision,,,False
2016-04-25,,Peabody,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/peabody-final-list.pdf/,document-feed,Peabody Final List – Latest Revision,,,False
2016-04-27,,Peabody Pacific,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/peabody-ast-redline-pacific.pdf/,document-feed,Peabody AST redline Pacific – Latest Revision,,,False
2016-04-27,,Peabody Sabine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/peabody-ast-redline-sabine.pdf/,document-feed,Peabody AST Redline Sabine – Latest Revision,,,False
2016-04-27,,Peabody Final,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/04/peabody-ast-final.pdf/,document-feed,Peabody AST (Final) – Latest Revision,,,False
2016-05-03,,Peabody Bidders,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/peabody-bidders.pdf/,document-feed,Peabody Bidders – Latest Revision,,,False
2016-05-06,Japan,Sharp Corporation,2016040301,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/japan-dc-decision-06052016-sharp-corporation-issue-number-2016040301.pdf/,document-feed,Japan DC Decision 06052016 – Sharp Corporation (Issue Number 2016040301) – Latest Revision,,,False
2016-05-10,,Mgm May Vote,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/mgm-may-10-vote.pdf/,document-feed,MGM May 10 Vote – Latest Revision,,,False
2016-05-12,Japan,Sharp Corporation,2016040301,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/japan-dc-decision-06052016-sharp-corporation-issue-number-2016040301-2.pdf/,document-feed,Japan DC Decision 06052016 – Sharp Corporation (Issue Number 2016040301) – Latest Revision,,,False
2016-05-13,Japan,Sharp Corporation,2016040301,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/japan-dc-decision-13052016-sharp-corporation-issue-number-2016040301.pdf/,document-feed,Japan DC Decision 13052016 – Sharp Corporation (Issue Number 2016040301) – Latest Revision,,,False
2016-05-16,EMEA,NORSKE SKOGINDUSTRIER ASA,2016041401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/emea-dc-decision-16052016-norske-skogindustrier-asa-issue-number-2016041401.pdf/,document-feed,EMEA DC Decision 16052016 – Norske Skogindustrier ASA (Issue Number 2016041401) – Latest Revision,,,False
2016-05-18,EMEA,NORSKE SKOGINDUSTRIER ASA,2016041401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/emea-dc-decision-18052016-norske-skogindustrier-asa-issue-number-2016041401.pdf/,document-feed,EMEA DC Decision 18052016 – Norske Skogindustrier ASA (Issue Number 2016041401) – Latest Revision,,,False
2016-05-19,EMEA,NORSKE SKOGINDUSTRIER ASA,2016041401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/emea-dc-decision-19052016-norske-skogindustrier-asa-issue-number-2016041401.pdf/,document-feed,EMEA DC Decision 19052016 – Norske Skogindustrier ASA (Issue Number 2016041401) – Latest Revision,,,False
2016-05-20,EMEA,On Maturity Buckets,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2016/06/emea-dc-statement-20-may-2016-on-maturity-buckets-3.pdf/,document-feed,EMEA DC Statement 20 May 2016 on maturity buckets – Latest Revision,,,False
2016-05-20,EMEA,On Maturity Buckets,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2016/05/emea-dc-statement-20-may-2016-on-maturity-buckets-2.pdf/,document-feed,EMEA DC Statement 20 May 2016 on maturity buckets – Latest Revision,,,False
2016-05-20,,NORSKE SKOGINDUSTRIER ASA,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/initial-list-of-deliverable-obligations-for-norske-skogindustrier-asa.pdf/,document-feed,Initial List of Deliverable Obligations for Norske Skogindustrier ASA – Latest Revision,,,False
2016-05-20,EMEA,On Maturity Buckets,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2016/05/emea-dc-statement-20-may-2016-on-maturity-buckets.pdf/,document-feed,EMEA DC Statement 20 May 2016 on maturity buckets – Latest Revision,,,False
2016-05-20,EMEA,On Auction Expectations,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2016/05/emea-dc-statement-20-may-2016-on-auction-expectations.pdf/,document-feed,EMEA DC Statement 20 May 2016 on Auction expectations – Latest Revision,,,False
2016-05-20,EMEA,,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2016/05/emea-dc-statement-20-may-2016-on-initial-list.pdf/,document-feed,EMEA DC Statement 20 May 2016 on Initial List – Latest Revision,,,False
2016-05-20,EMEA,NORSKE SKOGINDUSTRIER ASA,2016041401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/emea-dc-decision-20052016-norske-skogindustrier-asa-issue-number-2016041401.pdf/,document-feed,EMEA DC Decision 20052016 – Norske Skogindustrier ASA (Issue Number 2016041401) – Latest Revision,,,False
2016-05-20,,Mgm Vote May,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/mgm-vote-may-20.pdf/,document-feed,MGM Vote May 20 – Latest Revision,,,False
2016-05-20,Japan,Sharp Corporation,2016040301,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/japan-dc-decision-20052016-sharp-corporation-issue-number-2016040301.pdf/,document-feed,Japan DC Decision 20052016 – Sharp Corporation (Issue Number 2016040301) – Latest Revision,,,False
2016-05-20,EMEA,NORSKE SKOGINDUSTRIER ASA,9103,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/norske-skogsindustrier-asa/,dc-isda,NORSKE SKOGINDUSTRIER ASA,auction,2017-09-14,True
2016-05-23,,NORSKE SKOGINDUSTRIER ASA,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/supplemental-list-of-deliverable-obligations-for-norske-skogindustrier-asa.pdf/,document-feed,Supplemental List of Deliverable Obligations for Norske Skogindustrier ASA – Latest Revision,,,False
2016-05-23,Japan,Sharp Corporation,2016040301,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/japan-dc-decision-23052016-sharp-corporation-issue-number-2016040301.pdf/,document-feed,Japan DC Decision 23052016 – Sharp Corporation (Issue Number 2016040301) – Latest Revision,,,False
2016-05-27,EMEA,,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2016/05/emea-dc-meeting-statement-27-may-2016.pdf/,document-feed,EMEA DC Meeting Statement 27 May 2016 – Latest Revision,,,False
2016-05-27,EMEA,NORSKE SKOGINDUSTRIER ASA,2016041401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/emea-dc-decision-27052016-norske-skogindustrier-asa-issue-number-2016041401.pdf/,document-feed,EMEA DC Decision 27052016 – Norske Skogindustrier ASA (Issue Number 2016041401) – Latest Revision,,,False
2016-05-31,Japan,Tokyo Electric Power Company,2016042501,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/05/japan-dc-decision-31052016-tokyo-electric-power-company-issue-number-2016042501.pdf/,document-feed,Japan DC Decision 31052016 – Tokyo Electric Power Company (Issue Number 2016042501) – Latest Revision,,,False
2016-06-03,EMEA,NORSKE SKOGINDUSTRIER ASA,2016041401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/emea-dc-decision-03062016-norske-skogindustrier-asa-issue-number-2016041401.pdf/,document-feed,EMEA DC Decision 03062016 – Norske Skogindustrier ASA (Issue Number 2016041401) – Latest Revision,,,False
2016-06-03,,NORSKE SKOGINDUSTRIER ASA,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/maturity-buckets-for-norske-skogindustrier-asa-auction.pdf/,document-feed,Maturity Buckets for Norske Skogindustrier ASA auction – Latest Revision,,,False
2016-06-03,,NORSKE SKOGINDUSTRIER ASA,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/final-list-of-deliverable-obligations-for-norske-skogindustrier-asa.pdf/,document-feed,Final List of Deliverable Obligations for Norske Skogindustrier ASA – Latest Revision,,,False
2016-06-06,,On Qualifying Guarantee Analysis,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2016/06/dc-statement-on-qualifying-guarantee-analysis.pdf/,document-feed,DC Statement on Qualifying Guarantee analysis – Latest Revision,,,False
2016-06-06,EMEA,NORSKE SKOGINDUSTRIER ASA,2016041401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/emea-dc-decision-06062016-norske-skogindustrier-asa-issue-number-2016041401.pdf/,document-feed,EMEA DC Decision 06062016 – Norske Skogindustrier ASA (Issue Number 2016041401) – Latest Revision,,,False
2016-06-08,EMEA,Adecco S A,2016052601,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/emea-dc-decision-08062016-adecco-s-a-issue-number-2016052601.pdf/,document-feed,EMEA DC Decision 08062016 – Adecco S.A. (Issue Number 2016052601) – Latest Revision,,,False
2016-06-08,,NORSKE SKOGINDUSTRIER ASA,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/draft-auction-settlement-terms-for-norske-skogindustrier-asa-blacklined-against-auction-settlement-terms-for-abengoa-s-a.pdf/,document-feed,DRAFT Auction Settlement Terms for Norske Skogindustrier ASA (blacklined against Auction Settlement Terms for Abengoa S.A.) – Latest Revision,,,False
2016-06-08,,NORSKE SKOGINDUSTRIER ASA,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/draft-auction-settlement-terms-for-norske-skogindustrier-asa.pdf/,document-feed,DRAFT Auction Settlement Terms for Norske Skogindustrier ASA – Latest Revision,,,False
2016-06-08,EMEA,NORSKE SKOGINDUSTRIER ASA,2016041401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/emea-dc-decision-08062016-norske-skogindustrier-asa-issue-number-2016041401.pdf/,document-feed,EMEA DC Decision 08062016 – Norske Skogindustrier ASA (Issue Number 2016041401) – Latest Revision,,,False
2016-06-13,EMEA,NORSKE SKOGINDUSTRIER ASA,2016041401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/emea-dc-decision-1306016-norske-skogindustrier-asa-issue-number-2016041401.pdf/,document-feed,EMEA DC Decision 1306016 – Norske Skogindustrier ASA (Issue Number 2016041401) – Latest Revision,,,False
2016-06-13,,NORSKE SKOGINDUSTRIER ASA,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/norske-skogindustrier-asa-cumulative-triggered-transaction-data.pdf/,document-feed,Norske Skogindustrier ASA Cumulative Triggered Transaction data – Latest Revision,,,False
2016-06-14,,Updated Auction And Movement Option Information,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2016/06/updated-auction-and-movement-option-information-statement.pdf/,document-feed,Updated Auction and Movement Option information statement – Latest Revision,,,False
2016-06-14,EMEA,NORSKE SKOGINDUSTRIER ASA,2016041401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/emea-dc-decision-14062016-norske-skogindustrier-asa-issue-number-2016041401.pdf/,document-feed,EMEA DC Decision 14062016 – Norske Skogindustrier ASA (Issue Number 2016041401) – Latest Revision,,,False
2016-06-20,,NORSKE SKOGINDUSTRIER ASA,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/norske-skogindustrier-asa-form-of-notice-of-physical-settlement.doc/,document-feed,Norske Skogindustrier ASA Form of Notice of Physical Settlement – Latest Revision,,,False
2016-06-20,,NORSKE SKOGINDUSTRIER ASA,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/norske-skogindustrier-asa-form-of-customer-physical-settlement-request-letter.doc/,document-feed,Norske Skogindustrier ASA Form of Customer Physical Settlement Request Letter – Latest Revision,,,False
2016-06-20,,NORSKE SKOGINDUSTRIER ASA,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/2016-norske-skogindustrier-asa-credit-derivatives-auction-settlement-terms-blacklined-against-auction-settlement-terms-for-abengoa-s-a.pdf/,document-feed,2016 Norske Skogindustrier ASA Credit Derivatives Auction Settlement Terms (blacklined against Auction Settlement Terms for Abengoa S.A.) – Latest Revision,,,False
2016-06-20,,NORSKE SKOGINDUSTRIER ASA,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/2016-norske-skogindustrier-asa-credit-derivatives-auction-settlement-terms.pdf/,document-feed,2016 Norske Skogindustrier ASA Credit Derivatives Auction Settlement Terms – Latest Revision,,,False
2016-06-21,,NORSKE SKOGINDUSTRIER ASA,,Restructuring,,decision,https://www.cdsdeterminationscommittees.org/documents/2016/06/list-of-participating-bidders-in-norske-skogindustrier-asa-restructuring-credit-event-auction.pdf/,document-feed,List of Participating Bidders in Norske Skogindustrier ASA Restructuring Credit Event Auction – Latest Revision,,,False
